ID,Size,Protein Acr,length,charge,chargedensity,formulaC,formulaH,formulaN,formulaO,formulaS,tot,hydrogen,single,double,MW_modlamp,Gravy,Aromacity,IsoelectricPoint,Instability_index,SecStruct_helix,SecStruct_turn,SecStruct_sheet,Molar_extinction_coefficient_reduced,Molar_extinction_coefficient_oxidized,aliphatic_index,bomanindex,hydrophobic_ratio
WP_081759695.1,143,1,143.0,0.964,6.059025213464361e-05,702,1069,179,216,10,2549,1390,2319,230,15909.17,-0.4664335664335664,0.1048951048951049,7.700114631652832,31.98881118881117,0.3146853146853147,0.3146853146853147,0.3076923076923077,32430,32555,65.52447552447552,1.3205594405594405,0.34265734265734266
WP_099313953.1,104,1,104.0,3.132,0.0002603335461219279,528,853,143,165,5,1933,1070,1772,161,12029.74,-0.5192307692307693,0.07692307692307693,9.039772987365723,23.896249999999995,0.27884615384615385,0.25961538461538464,0.4230769230769231,12950,12950,83.26923076923077,2.172980769230769,0.3173076923076923
WP_027098276.1,99,1,99.0,2.099,0.00018215521116640086,515,820,134,157,3,1845,1022,1685,160,11522.16,-0.4828282828282829,0.10101010101010102,8.776870918273925,28.490909090909092,0.3434343434343434,0.26262626262626265,0.41414141414141414,11920,11920,96.46464646464646,1.826161616161616,0.3434343434343434
WP_080648386.1,117,1,117.0,-2.792,-0.00020763983710089568,617,947,153,176,3,2162,1185,1968,194,13445.380000000001,-0.34871794871794876,0.1111111111111111,5.395179939270019,40.14871794871794,0.4188034188034188,0.26495726495726496,0.37606837606837606,37470,37470,91.7094017094017,1.2778632478632477,0.36752136752136755
WP_003465204.1,104,1,104.0,3.101,0.00025872562818766076,524,851,147,163,4,1918,1066,1757,161,11984.69,-0.37884615384615383,0.06730769230769232,9.343999290466307,39.633653846153834,0.2692307692307692,0.3269230769230769,0.375,11460,11460,101.15384615384616,2.0679807692307692,0.3557692307692308
WP_075809808.1,162,1,162.0,-0.027,-1.4709223173237056e-06,820,1258,214,245,8,2939,1605,2667,272,18354.850000000002,-0.27901234567901234,0.11728395061728394,6.609885978698731,32.08703703703702,0.3395061728395061,0.26543209876543206,0.37037037037037035,47440,47565,81.29629629629629,1.37679012345679,0.3765432098765432
WP_004605840.1,104,1,104.0,2.231,0.000188294830374294,516,830,144,162,6,1893,1044,1732,161,11847.460000000001,-0.4826923076923077,0.07692307692307693,8.687066459655764,46.695192307692295,0.3076923076923077,0.27884615384615385,0.3653846153846154,14440,14440,78.5576923076923,2.162980769230769,0.3269230769230769
WP_035290260.1,105,1,105.0,4.002,0.0003250497889856692,549,870,142,171,2,1972,1090,1801,171,12310.98,-0.6161904761904762,0.10476190476190476,9.272632789611816,32.098095238095226,0.29523809523809524,0.24761904761904763,0.4285714285714286,21430,21430,88.09523809523809,2.0282857142857145,0.3047619047619048
WP_040195058.1,98,1,98.0,-0.902,-7.96348451005147e-05,497,771,127,163,4,1789,980,1627,162,11325.720000000001,-0.5989795918367348,0.11224489795918367,5.752981376647949,19.27142857142857,0.31632653061224486,0.2653061224489796,0.3877551020408163,13410,13410,78.57142857142857,2.0194897959183673,0.32653061224489793
WP_035118864.1,102,1,102.0,0.301,2.5839061278063493e-05,508,811,143,164,2,1854,1022,1692,162,11648.050000000001,-0.4803921568627451,0.06862745098039216,6.829284477233887,40.61764705882352,0.2647058823529412,0.3431372549019608,0.3627450980392157,9970,9970,95.49019607843138,2.1527450980392153,0.3333333333333333
WP_055069428.1,106,1,106.0,5.0,0.0004086920627914485,552,895,141,164,2,1988,1114,1825,163,12233.17,-0.16320754716981134,0.0849056603773585,9.521867561340333,38.206603773584895,0.3113207547169811,0.2830188679245283,0.46226415094339623,18450,18450,116.69811320754718,1.3467924528301887,0.36792452830188677
WP_008390863.1,156,1,156.0,-5.164,-0.0002941297086953946,769,1173,199,241,13,2803,1521,2543,260,17555.9,-0.35000000000000003,0.10897435897435898,4.920460700988768,27.439102564102548,0.3205128205128205,0.28846153846153844,0.33974358974358976,47440,47690,70.7051282051282,1.459230769230769,0.36538461538461536
WP_089776476.1,75,1,75.0,-2.033,-0.00023582361368078552,385,580,98,113,6,1383,747,1254,129,8619.87,-0.36666666666666664,0.12000000000000001,5.293608665466309,18.14,0.30666666666666664,0.28,0.36,26470,26595,72.66666666666667,1.2873333333333332,0.3466666666666667
WP_070780003.1,169,1,169.0,-4.993,-0.00026114508432167134,849,1301,217,262,9,3066,1673,2784,282,19118.66,-0.30650887573964497,0.10650887573964497,5.108597755432128,24.004142011834308,0.34911242603550297,0.25443786982248523,0.3668639053254438,47440,47565,82.48520710059171,1.3734319526627219,0.378698224852071
WP_055068937.1,104,1,104.0,-0.065,-5.41587685129252e-06,538,866,136,165,3,1945,1083,1782,163,12000.77,-0.19230769230769232,0.08653846153846154,6.253846549987793,22.821153846153845,0.34615384615384615,0.21153846153846154,0.4807692307692308,19940,19940,109.61538461538461,1.4556730769230768,0.38461538461538464
WP_049041135.1,106,1,106.0,2.1,0.00017493323381576032,524,860,142,172,2,1931,1079,1775,156,12003.6,-0.4877358490566038,0.05660377358490566,8.859261512756348,21.549999999999994,0.2830188679245283,0.29245283018867924,0.42452830188679247,11460,11460,95.56603773584906,2.1664150943396225,0.32075471698113206
WP_045518524.1,105,1,105.0,4.102,0.00034045336237118883,522,864,150,169,2,1936,1081,1780,156,12047.66,-0.6904761904761905,0.047619047619047616,9.43251438140869,30.022857142857138,0.2761904761904762,0.3047619047619048,0.380952380952381,9970,9970,91.8095238095238,2.6675238095238094,0.3047619047619048
WP_069680440.1,104,1,104.0,8.096,0.0006861767091487121,520,858,140,158,5,1909,1073,1758,151,11797.73,-0.44423076923076926,0.057692307692307696,9.764977836608885,12.692403846153836,0.3557692307692308,0.2980769230769231,0.38461538461538464,11460,11460,94.51923076923077,1.678173076923077,0.3557692307692308
WP_027085408.1,81,1,81.0,0.2,2.23036802187545e-05,396,608,106,122,3,1431,783,1302,129,8966.15,-0.46666666666666673,0.08641975308641975,6.722199821472168,31.48024691358024,0.3333333333333333,0.2962962962962963,0.32098765432098764,17990,17990,72.34567901234567,1.4653086419753085,0.345679012345679
WP_066478200.1,152,1,152.0,-17.69,-0.001065581769094635,730,1116,180,250,3,2628,1439,2385,243,16600.28,-0.04473684210526317,0.09210526315789473,4.12141819000244,29.009276315789464,0.39473684210526316,0.24342105263157893,0.381578947368421,14440,14440,93.88157894736841,1.339934210526316,0.4407894736842105
WP_012838660.1,153,1,153.0,-0.859,-4.9656996751773404e-05,766,1202,208,233,4,2789,1538,2543,246,17297.69,-0.25163398692810457,0.08496732026143791,6.1345415115356445,36.558169934640524,0.35947712418300654,0.23529411764705882,0.3660130718954248,22460,22460,95.68627450980392,1.6949673202614377,0.40522875816993464
WP_008375437.1,164,1,164.0,-3.83,-0.00020868863981866428,817,1230,206,251,10,2920,1584,2645,275,18351.72,-0.3585365853658537,0.12195121951219512,5.423428916931152,14.386585365853657,0.3597560975609756,0.2621951219512195,0.3353658536585366,47440,47565,65.54878048780489,1.3123780487804877,0.36585365853658536
CUN50066.1,155,1,155.0,-1.233,-6.90597291043911e-05,791,1177,207,239,11,2857,1531,2582,275,17853.13,-0.6445161290322581,0.13548387096774195,5.88598461151123,23.38709677419354,0.27741935483870966,0.31612903225806455,0.3096774193548387,46410,46660,59.16129032258064,1.8231612903225805,0.3161290322580645
WP_092368630.1,100,1,100.0,-2.067,-0.00018571879102188466,498,753,125,148,6,1786,974,1623,163,11128.75,-0.08100000000000002,0.11,4.806157493591309,32.33599999999999,0.34,0.27,0.36,30480,30480,80.1,1.0117,0.43
WP_021833026.1,91,1,91.0,-0.963,-9.231370940066067e-05,459,726,128,140,4,1672,917,1526,146,10430.84,-0.5703296703296704,0.07692307692307693,5.747638511657715,28.676923076923067,0.2967032967032967,0.3626373626373626,0.3516483516483517,16500,16500,83.51648351648352,2.1992307692307693,0.31868131868131866
WP_053822121.1,127,1,127.0,-15.82,-0.0010660743731758975,652,994,172,208,8,2337,1259,2117,220,14838.51,-0.5559055118110237,0.10236220472440945,4.383389091491699,53.404015748031476,0.30708661417322836,0.30708661417322836,0.33858267716535434,15470,15595,73.7007874015748,2.4770866141732286,0.36220472440944884
WP_011516945.1,130,1,130.0,-18.719,-0.0012382862578604287,662,1009,173,212,10,2375,1280,2152,223,15115.880000000001,-0.5069230769230769,0.09230769230769231,4.281022071838379,48.37315384615382,0.3307692307692308,0.3153846153846154,0.3153846153846154,13980,14105,75.0,2.306230769230769,0.38461538461538464
WP_062800778.1,126,1,126.0,-17.816,-0.0012078251012848395,645,984,168,207,10,2318,1250,2101,217,14749.5,-0.5206349206349207,0.09523809523809523,4.32649326324463,70.87944444444443,0.3571428571428571,0.2777777777777778,0.30952380952380953,13980,14105,72.77777777777777,2.3576190476190475,0.3888888888888889
WP_011298372.1,130,1,130.0,-19.814,-0.0013033974243856488,662,1008,178,215,9,2381,1279,2155,226,15200.83,-0.65,0.09230769230769231,4.282443046569825,50.55238461538461,0.3307692307692308,0.30000000000000004,0.3076923076923077,13980,14105,69.76923076923077,2.666692307692308,0.36923076923076925
WP_020202326.1,128,1,128.0,-18.816,-0.0012598146835097247,665,1005,169,211,6,2359,1269,2135,224,14934.550000000001,-0.5164062500000001,0.109375,4.283636665344238,60.813359375,0.3359375,0.3046875,0.359375,15470,15595,78.4375,2.24421875,0.359375
WP_019451860.1,130,1,130.0,-18.817,-0.0012538297211683131,662,1006,170,214,7,2368,1277,2145,223,15006.640000000001,-0.49307692307692313,0.1,4.284375572204591,47.61776923076922,0.35384615384615387,0.30000000000000004,0.3384615384615385,15470,15595,77.23076923076923,2.252923076923077,0.3769230769230769
WP_039006692.1,126,1,126.0,-16.715,-0.0011353440095745193,654,994,172,202,7,2327,1254,2106,221,14721.43,-0.503968253968254,0.10317460317460317,4.461997413635253,58.111984126984105,0.36507936507936506,0.26190476190476186,0.3333333333333333,13980,14105,76.58730158730158,2.286825396825397,0.3888888888888889
WP_066735805.1,130,1,130.0,-18.717,-0.0012365294462736974,664,1005,173,216,8,2376,1276,2150,226,15135.74,-0.6184615384615385,0.1,4.317853736877441,49.253153846153836,0.3384615384615385,0.3153846153846154,0.3153846153846154,15470,15595,71.23076923076923,2.429615384615385,0.35384615384615387
WP_068883253.1,159,1,159.0,-0.892,-4.967021095918634e-05,806,1219,199,243,8,2861,1562,2599,262,17957.47,-0.5044025157232704,0.11949685534591195,5.916166114807129,31.90880503144652,0.4025157232704403,0.2641509433962264,0.3081761006289308,43430,43430,67.61006289308176,1.3462264150943395,0.3522012578616352
WP_046240346.1,81,1,81.0,2.002,0.0002295942649600389,380,597,107,122,2,1390,766,1265,125,8718.75,-0.2617283950617284,0.08641975308641975,9.299516105651854,25.737037037037027,0.3333333333333333,0.30864197530864196,0.32098765432098764,17990,17990,76.04938271604937,1.5080246913580246,0.37037037037037035
YP_009148427.1,98,1,98.0,-0.834,-7.636579398449975e-05,470,723,137,151,5,1738,939,1577,161,10920.140000000001,-0.5377551020408163,0.08163265306122448,6.259132575988769,46.47040816326531,0.24489795918367346,0.3469387755102041,0.3163265306122449,19480,19605,66.53061224489795,2.065816326530612,0.3163265306122449
KGO32664.1,71,1,71.0,3.934,0.0004874615569527086,347,570,100,106,6,1299,724,1192,107,8069.400000000001,-0.3929577464788732,0.056338028169014086,9.577116966247559,22.356338028169006,0.4084507042253521,0.22535211267605634,0.323943661971831,12490,12490,82.3943661971831,1.941830985915493,0.4084507042253521
WP_027178780.1,81,1,81.0,0.102,1.1101001702153593e-05,406,628,110,124,4,1455,794,1323,132,9187.380000000001,-0.6049382716049383,0.09876543209876543,6.570837593078613,34.1074074074074,0.3333333333333333,0.32098765432098764,0.30864197530864196,19480,19480,67.53086419753086,1.931358024691358,0.3333333333333333
WP_018125160.1,178,1,178.0,-30.706,-0.001554218727460007,862,1307,219,296,8,3101,1677,2804,297,19755.57,-0.12808988764044946,0.09550561797752809,4.0500284194946286,35.445561797752795,0.33707865168539325,0.3202247191011236,0.348314606741573,11460,11585,86.57303370786515,1.6953932584269662,0.4044943820224719
WP_057083778.1,152,1,152.0,-21.758,-0.0013125398895579541,715,1086,192,246,8,2622,1411,2371,251,16576.04,-0.17434210526315788,0.08552631578947367,4.16927661895752,39.475,0.28289473684210525,0.3355263157894737,0.3157894736842105,11460,11710,78.35526315789471,1.862828947368421,0.4144736842105263
WP_022939746.1,123,1,123.0,-0.23,-1.6369990249179722e-05,615,986,160,195,8,2297,1267,2103,194,14049.12,-0.608130081300813,0.07317073170731708,6.586184120178221,16.65934959349593,0.4227642276422764,0.23577235772357724,0.3008130081300813,11460,11710,79.34959349593495,2.0429268292682927,0.3902439024390244
WP_092085245.1,74,1,74.0,-2.866,-0.00034577904646541664,377,582,92,109,4,1339,736,1219,120,8287.550000000001,-0.07702702702702703,0.10810810810810811,5.213067817687987,1.954054054054054,0.3783783783783784,0.22972972972972974,0.41891891891891897,15470,15470,89.45945945945945,0.7916216216216216,0.3918918918918919
RAN62390.1,142,1,142.0,5.129,0.0003039247115263254,751,1165,201,232,4,2676,1458,2427,249,16874.91,-0.8549295774647888,0.13380281690140847,9.111784172058105,24.934507042253518,0.33098591549295775,0.30985915492957744,0.3732394366197183,24870,24870,76.90140845070422,2.5436619718309856,0.29577464788732394
WP_006426785.1,213,1,213.0,-7.653,-0.00030839198543509744,1125,1676,276,338,9,3928,2117,3554,374,24814.84,-0.644131455399061,0.14084507042253522,5.155603599548338,37.32769953051642,0.3474178403755869,0.25821596244131456,0.3755868544600939,67380,67380,63.1924882629108,1.7007042253521127,0.3051643192488263
WP_118225168.1,173,1,173.0,-2.199,-0.00010611761537938132,925,1368,234,280,12,3300,1763,2973,327,20721.31,-0.7011560693641619,0.1676300578034682,5.773613929748534,43.86768786127167,0.29479768786127164,0.27167630057803466,0.35260115606936415,31400,31775,55.83815028901734,2.301156069364162,0.34104046242774566
WP_055213764.1,168,1,168.0,-1.962,-0.00010180155545720157,853,1295,227,257,11,3082,1667,2792,290,19271.81,-0.48214285714285715,0.11904761904761904,5.961125755310059,34.53154761904761,0.31547619047619047,0.26785714285714285,0.3333333333333333,45950,46200,66.78571428571428,1.8480952380952382,0.35714285714285715
WP_090156715.1,149,1,149.0,-1.731,-0.0001046709486416964,716,1125,189,242,4,2664,1467,2434,230,16536.56,-0.5879194630872483,0.060402684563758385,6.074803733825683,39.660402684563756,0.3288590604026846,0.2953020134228188,0.28859060402684567,5960,6085,80.53691275167785,1.8740939597315436,0.35570469798657717
PXV60169.1,169,1,169.0,-2.064,-0.00010778816492215909,849,1299,219,261,10,3074,1673,2789,285,19147.69,-0.4366863905325444,0.11834319526627218,5.745762825012207,18.53615384615383,0.378698224852071,0.2781065088757396,0.3431952662721893,33920,34170,73.31360946745562,1.6263313609467458,0.3668639053254438
WP_084158560.1,126,1,126.0,-1.076,-7.568180443427852e-05,645,1004,152,192,6,2336,1289,2132,204,14216.44,0.3769841269841269,0.11904761904761904,6.025751686096191,43.890476190476186,0.2698412698412698,0.26190476190476186,0.49206349206349204,10430,10680,113.73015873015873,0.6508730158730159,0.4523809523809524
WP_006798358.1,137,1,137.0,-1.632,-0.00010357465847969917,690,1066,182,221,6,2518,1375,2289,229,15755.77,-0.5656934306569343,0.0948905109489051,6.198542213439941,36.40518248175181,0.36496350364963503,0.21897810218978103,0.3284671532846715,7450,7575,74.08759124087591,2.048905109489051,0.3795620437956204
WP_006800621.1,157,1,157.0,-4.064,-0.00023088364123500024,776,1193,195,246,10,2831,1546,2573,258,17600.96,-0.40063694267515926,0.10828025477707007,5.246545982360838,24.236942675159227,0.4012738853503185,0.2611464968152866,0.3375796178343949,28420,28670,74.5859872611465,1.4367515923566878,0.36942675159235666
WP_006799374.1,120,1,120.0,1.903,0.00013704746609821615,608,970,160,197,5,2245,1235,2054,191,13884.720000000001,-0.865,0.08333333333333333,8.320370292663576,50.146666666666654,0.36666666666666664,0.24166666666666667,0.31666666666666665,15930,16055,70.66666666666666,2.4971666666666663,0.31666666666666665
WP_062184628.1,137,1,137.0,-3.896,-0.00024777851551668434,690,1076,176,224,7,2524,1381,2300,224,15722.74,-0.5102189781021899,0.0948905109489051,5.403592109680175,53.808029197080295,0.35766423357664234,0.2116788321167883,0.3722627737226277,10430,10555,75.47445255474452,1.9305839416058395,0.36496350364963503
WP_062184395.1,140,1,140.0,-4.896,-0.00030874610362543347,689,1076,186,226,7,2533,1381,2305,228,15856.710000000001,-0.5457142857142857,0.08571428571428572,5.19743709564209,36.973571428571425,0.32857142857142857,0.25,0.35,8940,9065,71.85714285714286,2.1129285714285713,0.36428571428571427
WP_050797501.1,98,1,98.0,-1.862,-0.00016352123931886642,501,786,130,159,5,1817,997,1657,160,11385.92,-0.5714285714285714,0.09183673469387754,5.6785791397094725,59.617346938775526,0.35714285714285715,0.21428571428571427,0.3673469387755102,7450,7450,76.53061224489795,2.035816326530612,0.35714285714285715
WP_006844769.1,98,1,98.0,-3.666,-0.000323174978181722,486,746,130,164,6,1788,972,1623,165,11342.720000000001,-0.7081632653061225,0.0816326530612245,5.467933845520019,52.55724489795918,0.336734693877551,0.2346938775510204,0.29591836734693877,4470,4470,67.65306122448979,2.231938775510204,0.3673469387755102
WP_050797500.1,94,1,94.0,-2.764,-0.00025809945793511097,465,726,122,154,4,1709,938,1557,152,10708.07,-0.5819148936170213,0.07446808510638298,5.552567100524903,47.87989361702127,0.3723404255319149,0.22340425531914893,0.30851063829787234,4470,4470,77.7659574468085,1.9770212765957447,0.3829787234042553
WP_050702873.1,137,1,137.0,-1.633,-0.00010334246096812837,692,1070,180,223,6,2527,1382,2298,229,15800.85,-0.5532846715328467,0.0948905109489051,6.195586585998535,44.07671532846715,0.35766423357664234,0.21897810218978103,0.3357664233576642,7450,7575,76.93430656934306,2.0057664233576644,0.3795620437956204
WP_101690408.1,101,1,101.0,-0.93,-7.982051541737548e-05,507,802,132,169,3,1881,1036,1719,162,11650.16,-0.5465346534653466,0.07920792079207921,6.106463050842284,49.582277227722756,0.31683168316831684,0.18811881188118812,0.38613861386138615,5960,6085,82.97029702970298,2.166237623762376,0.3465346534653465
WP_078798198.1,122,1,122.0,-1.092,-7.917702300194028e-05,604,975,155,191,9,2237,1241,2053,184,13790.9,-0.4524590163934426,0.06557377049180327,5.908094978332519,24.369672131147535,0.41803278688524587,0.23770491803278687,0.31967213114754095,4470,4595,76.63934426229508,1.775,0.39344262295081966
WP_083223530.1,93,1,93.0,0.03,2.951721640842382e-06,448,678,124,130,8,1612,873,1460,152,10162.58,-0.11290322580645164,0.10752688172043011,6.520591926574707,25.579569892473117,0.24731182795698925,0.3763440860215054,0.3225806451612903,17990,17990,63.97849462365592,1.1663440860215053,0.40860215053763443
KJL95683.1,161,1,161.0,-21.754,-0.0012201182091172906,770,1170,206,265,7,2824,1522,2554,270,17828.44,-0.3006211180124224,0.08695652173913043,4.220886421203613,37.22608695652175,0.3167701863354037,0.3167701863354037,0.3167701863354037,12950,13200,82.48447204968943,1.928695652173913,0.391304347826087
WP_096897009.1,154,1,154.0,-0.9,-5.231265530319543e-05,775,1158,202,232,3,2742,1485,2483,259,17203.27,-0.4642857142857143,0.12337662337662338,5.8023176193237305,34.55714285714284,0.2597402597402597,0.37012987012987014,0.35064935064935066,46410,46410,77.20779220779221,1.4331818181818183,0.3116883116883117
WP_080378356.1,162,1,162.0,-6.791,-0.000379764178244786,804,1227,203,245,5,2856,1564,2594,262,17881.170000000002,-0.12407407407407409,0.1111111111111111,4.847024726867674,35.41666666666664,0.35185185185185186,0.2777777777777778,0.35802469135802467,39420,39420,87.34567901234567,1.1426543209876543,0.3888888888888889
WP_047359761.1,166,1,166.0,-2.896,-0.00015664350189097267,835,1256,210,250,5,2952,1607,2678,274,18486.86,-0.3795180722891566,0.12048192771084337,5.170211219787595,26.268072289156606,0.3012048192771084,0.3253012048192771,0.37349397590361444,43430,43430,74.57831325301206,1.2774698795180723,0.3373493975903614
WP_069601738.1,166,1,166.0,-1.932,-0.00010329269524965876,845,1263,215,248,7,2997,1621,2715,282,18703.15,-0.42349397590361443,0.12650602409638553,5.684319877624512,40.824698795180716,0.29518072289156627,0.3313253012048193,0.35542168674698793,48930,49055,71.62650602409639,1.3625301204819278,0.3373493975903614
WP_020454850.1,127,1,127.0,-10.926,-0.0007954796139237327,596,910,162,199,4,2190,1190,1985,205,13734.130000000001,-0.16456692913385826,0.07874015748031496,4.318819999694825,34.81574803149604,0.31496062992125984,0.28346456692913385,0.3464566929133858,26470,26595,86.06299212598425,1.4116535433070867,0.4015748031496063
NP_510890.1,73,1,73.0,3.996,0.0005240655737704918,351,565,83,98,3,1257,712,1156,101,7624.02,0.6520547945205479,0.0958904109589041,9.632495307922362,11.032876712328774,0.4520547945205479,0.2191780821917808,0.3972602739726027,8480,8480,104.3835616438356,-0.13589041095890417,0.5342465753424658
WP_052896596.1,154,1,154.0,-7.126,-0.000420833067581326,757,1151,189,234,7,2716,1482,2466,250,16932.100000000002,-0.1331168831168831,0.11038961038961038,4.592613410949707,28.65974025974025,0.3246753246753247,0.3116883116883117,0.37012987012987014,34950,35075,81.68831168831169,1.0726623376623377,0.38961038961038963
WP_047723491.1,155,1,155.0,-2.799,-0.00016248420292471564,781,1160,196,234,3,2748,1489,2487,261,17225.31,-0.38000000000000006,0.12903225806451613,5.346014213562011,31.29096774193547,0.2903225806451613,0.34838709677419355,0.3548387096774194,44920,44920,76.06451612903226,1.2265806451612904,0.32903225806451614
WP_062876040.1,228,1,228.0,-5.791,-0.0002311185042071071,1134,1742,288,336,6,4063,2229,3696,367,25055.43,0.007017543859649115,0.10526315789473684,5.31799259185791,32.65131578947368,0.3026315789473684,0.2894736842105263,0.38596491228070173,37930,38055,92.76315789473682,1.0103070175438595,0.40789473684210525
WP_008814356.1,92,1,92.0,-2.798,-0.0002793519195210882,443,653,117,141,2,1581,853,1425,156,10015.060000000001,-0.45978260869565224,0.11956521739130435,5.280194664001464,23.667391304347827,0.30434782608695654,0.32608695652173914,0.2934782608695652,20970,20970,63.69565217391304,1.3720652173913044,0.33695652173913043
WP_051014551.1,113,1,113.0,-3.033,-0.0002473321884128172,538,823,141,168,8,1959,1069,1777,182,12261.880000000001,0.03893805309734512,0.10619469026548672,4.898918724060058,32.969999999999985,0.3185840707964602,0.30973451327433627,0.34513274336283184,19480,19605,76.01769911504425,1.0638053097345133,0.4336283185840708
WP_051014552.1,89,1,89.0,-4.997,-0.0005127300076853067,433,658,108,140,2,1552,849,1409,143,9744.890000000001,-0.251685393258427,0.10112359550561797,4.47353572845459,38.062921348314596,0.3033707865168539,0.3595505617977528,0.33707865168539325,20970,20970,88.87640449438202,1.1706741573033708,0.3595505617977528
WP_010734410.1,73,1,73.0,-8.129,-0.00098985306240738,377,566,82,114,4,1330,723,1208,122,8211.35,0.2191780821917808,0.136986301369863,4.165809440612793,36.6904109589041,0.3013698630136986,0.273972602739726,0.4520547945205479,13980,14105,89.31506849315068,0.7031506849315068,0.4246575342465753
WP_010781532.1,73,1,73.0,-7.061,-0.0008698823114895672,376,565,83,112,2,1313,717,1192,121,8116.21,0.11643835616438354,0.136986301369863,4.299210548400879,29.457534246575328,0.3287671232876712,0.273972602739726,0.4383561643835616,13980,13980,90.82191780821918,0.6916438356164384,0.410958904109589
WP_010771592.1,78,1,78.0,-8.96,-0.0010125575214038388,403,605,93,125,3,1412,764,1281,131,8847.9,-0.22051282051282056,0.1282051282051282,4.305292320251465,40.4653846153846,0.32051282051282054,0.2948717948717949,0.4230769230769231,15470,15470,78.7179487179487,1.289102564102564,0.34615384615384615
WP_071865180.1,73,1,73.0,-3.965,-0.0004794768200468472,384,581,87,111,2,1341,733,1219,122,8268.45,0.012328767123287657,0.136986301369863,4.750057411193848,36.291780821917804,0.3424657534246575,0.2328767123287671,0.4520547945205479,15470,15470,90.82191780821918,0.7872602739726027,0.3972602739726027
WP_067394005.1,74,1,74.0,-6.064,-0.0007461373488253628,371,561,83,115,2,1316,721,1197,119,8126.21,0.2472972972972973,0.12162162162162163,4.247316551208496,40.84459459459459,0.32432432432432434,0.24324324324324326,0.44594594594594594,15470,15470,97.56756756756758,0.5045945945945945,0.43243243243243246
WP_016251562.1,76,1,76.0,-6.064,-0.0007065416858429507,391,590,86,124,2,1382,754,1257,125,8581.67,-0.10394736842105265,0.13157894736842105,4.3068838119506845,39.43684210526315,0.3157894736842105,0.2631578947368421,0.4473684210526315,18450,18450,89.73684210526315,0.9819736842105262,0.35526315789473684
WP_016183332.1,76,1,76.0,-6.063,-0.0006981966420230775,399,597,87,123,2,1398,761,1269,129,8682.82,-0.15657894736842107,0.14473684210526316,4.385662651062011,32.3,0.3421052631578947,0.23684210526315788,0.43421052631578944,18450,18450,87.23684210526315,1.0114473684210528,0.3684210526315789
OJG33374.1,114,1,114.0,-7.054,-0.0005363198150935937,592,892,146,186,3,2086,1129,1887,199,13151.62,-0.5175438596491229,0.13157894736842105,4.658489799499511,32.67894736842104,0.4649122807017544,0.21929824561403508,0.3421052631578947,44460,44460,74.56140350877192,1.7887719298245612,0.37719298245614036
WP_025188019.1,204,1,204.0,8.796,0.00036826228849305947,1069,1673,287,318,5,3821,2100,3480,341,23884.170000000002,-0.6495098039215687,0.10294117647058823,9.3817777633667,45.132352941176464,0.3235294117647059,0.2549019607843137,0.3872549019607843,38390,38390,85.0,2.051764705882353,0.31862745098039214
WP_087548618.1,108,1,108.0,6.0,0.00048792785173499013,542,860,146,172,1,1977,1095,1806,171,12295.92,-0.5416666666666666,0.09259259259259259,9.740544319152832,43.86481481481481,0.2962962962962963,0.31481481481481477,0.3796296296296296,16960,16960,88.42592592592591,2.0137037037037038,0.3148148148148148
WP_010818861.1,77,1,77.0,-7.058,-0.0008053446220026358,401,608,90,122,3,1411,771,1283,128,8762.970000000001,0.002597402597402584,0.12987012987012986,4.3553674697875975,36.12727272727272,0.35064935064935066,0.23376623376623376,0.42857142857142855,13980,13980,87.27272727272727,1.024935064935065,0.4025974025974026
WP_002401839.1,109,1,109.0,-13.021,-0.0010312691318600466,560,883,131,188,4,2029,1118,1854,175,12625.210000000001,-0.28256880733944956,0.08256880733944955,4.301256752014161,42.41100917431192,0.4036697247706422,0.22935779816513763,0.41284403669724773,14440,14565,108.25688073394497,1.5705504587155963,0.3761467889908257
EJU89670.1,143,1,143.0,0.629,3.64062989263904e-05,768,1157,203,239,4,2722,1467,2457,265,17276.25,-0.8923076923076924,0.13986013986013987,7.059198188781737,39.94552447552447,0.3286713286713287,0.25874125874125875,0.36363636363636365,20400,20400,71.6083916083916,2.5758041958041957,0.3076923076923077
WP_002348050.1,73,1,73.0,-10.127,-0.0012387388764869577,376,570,82,115,3,1328,724,1208,120,8174.27,0.2054794520547945,0.1232876712328767,4.05673542022705,46.96986301369863,0.3287671232876712,0.2876712328767123,0.4383561643835616,13980,14105,100.13698630136986,0.7494520547945206,0.4246575342465753
PHK54024.1,97,1,97.0,-12.159,-0.001144727699981359,458,708,122,155,6,1708,926,1550,158,10620.76,-0.057731958762886615,0.08247422680412371,4.211053276062012,37.86597938144329,0.36082474226804123,0.25773195876288657,0.31958762886597936,11460,11710,88.65979381443299,1.5931958762886598,0.44329896907216493
WP_071857543.1,73,1,73.0,-5.063,-0.0006204421155568844,379,574,84,111,2,1325,726,1205,120,8159.330000000001,0.2150684931506849,0.136986301369863,4.463816261291503,42.775342465753404,0.3150684931506849,0.273972602739726,0.4520547945205479,13980,13980,96.16438356164383,0.6213698630136987,0.4246575342465753
WP_048604524.1,74,1,74.0,-5.962,-0.0007200117868417302,385,578,86,112,2,1342,732,1219,123,8279.44,0.06351351351351349,0.13513513513513514,4.482516288757325,33.314864864864866,0.32432432432432434,0.2567567567567568,0.44594594594594594,13980,13980,88.24324324324326,0.6608108108108108,0.3918918918918919
