ID,Size,Protein Acr,length,charge,chargedensity,formulaC,formulaH,formulaN,formulaO,formulaS,tot,hydrogen,single,double,MW_modlamp,Gravy,Aromacity,IsoelectricPoint,Instability_index,SecStruct_helix,SecStruct_turn,SecStruct_sheet,Molar_extinction_coefficient_reduced,Molar_extinction_coefficient_oxidized,aliphatic_index,bomanindex,hydrophobic_ratio
RHL33273.1,137,1,137.0,-5.665,-0.0003573086490768633,688,1046,180,230,6,2536,1371,2299,237,15853.66,-0.7386861313868613,0.0948905109489051,5.472480964660644,50.14890510948905,0.31386861313868614,0.22627737226277372,0.32116788321167883,11460,11710,67.66423357664233,2.2467883211678834,0.34306569343065696
WP_041137851.1,102,1,102.0,-2.899,-0.0002465899308969783,519,804,130,165,5,1866,1027,1697,169,11755.380000000001,-0.30392156862745096,0.10784313725490197,5.065059089660643,38.62166666666667,0.35294117647058826,0.23529411764705882,0.39215686274509803,17420,17420,94.50980392156863,1.4801960784313724,0.38235294117647056
WP_016360505.1,166,1,166.0,-22.055,-0.0011796893386679219,824,1220,204,270,11,2948,1579,2657,291,18694.62,-0.3469879518072289,0.12650602409638553,4.092259788513183,26.289759036144574,0.3614457831325301,0.3132530120481928,0.3253012048192771,32890,33140,75.36144578313252,1.548734939759036,0.3855421686746988
WP_055065432.1,165,1,165.0,-1.927,-0.00010484318951807497,816,1245,207,252,9,2943,1607,2674,269,18378.850000000002,-0.3375757575757576,0.1090909090909091,5.748320579528809,34.74181818181816,0.36363636363636365,0.2727272727272727,0.32727272727272727,47440,47565,73.99999999999999,1.211030303030303,0.3515151515151515
WP_072521510.1,164,1,164.0,-2.061,-0.00011223766284263527,811,1242,208,252,10,2957,1612,2687,270,18361.84,-0.3975609756097561,0.10365853658536586,5.781514549255371,23.27439024390242,0.3780487804878049,0.25,0.3353658536585366,45950,46200,72.6219512195122,1.3228658536585365,0.3597560975609756
WP_072521664.1,171,1,171.0,-2.09,-0.0001084875127758321,853,1308,220,261,11,3086,1684,2803,283,19263.91,-0.4070175438596491,0.1111111111111111,5.618784523010253,14.478362573099409,0.40350877192982454,0.24561403508771928,0.3216374269005848,47440,47565,70.81871345029239,1.4503508771929825,0.3684210526315789
WP_032962436.1,87,1,87.0,-2.966,-0.00032939890807482666,402,619,105,120,3,1468,811,1337,131,9003.300000000001,0.4908045977011495,0.08045977011494253,4.75000057220459,35.41149425287355,0.3333333333333333,0.27586206896551724,0.3563218390804598,19480,19480,105.40229885057471,0.09735632183908045,0.4827586206896552
WP_019939893.1,95,1,95.0,-2.929,-0.0002801833196701317,452,717,127,144,4,1697,936,1551,146,10452.890000000001,0.011578947368421034,0.05263157894736842,5.237849617004394,59.77473684210525,0.3368421052631579,0.22105263157894736,0.34736842105263155,11000,11125,99.68421052631578,1.4316842105263157,0.4421052631578947
WP_028357638.1,91,1,91.0,-11.327,-0.0010710098335854766,479,713,107,146,8,1714,921,1550,164,10575.02,-0.06373626373626375,0.15384615384615385,4.198946571350096,44.08571428571428,0.37362637362637363,0.2087912087912088,0.4065934065934066,21430,21680,83.51648351648352,1.0705494505494506,0.4175824175824176
WP_109055423.1,152,1,152.0,-23.652,-0.0014300008766705867,717,1087,191,249,5,2587,1397,2337,250,16538.87,-0.1953947368421053,0.08552631578947367,4.0500284194946286,42.205263157894734,0.32894736842105265,0.34868421052631576,0.29605263157894735,12950,12950,85.52631578947367,1.787565789473684,0.42105263157894735
PPA87680.1,136,1,136.0,0.333,2.212014627195823e-05,672,1051,177,202,5,2428,1338,2215,213,15053.17,-0.31323529411764706,0.08088235294117647,6.902890968322754,32.7375,0.3161764705882353,0.3235294117647059,0.3382352941176471,20970,20970,88.30882352941177,1.2357352941176472,0.3602941176470588
YP_009194160.1,87,1,87.0,-1.929,-0.0001990309493642153,422,654,118,130,6,1550,845,1406,144,9690.98,-0.2459770114942529,0.09195402298850575,5.6080419540405275,23.9919540229885,0.29885057471264365,0.26436781609195403,0.3448275862068966,16500,16625,72.75862068965517,1.5687356321839079,0.3793103448275862
YP_008858727.1,112,1,112.0,-4.959,-0.0003916600652845755,560,872,140,173,9,2017,1108,1839,178,12660.51,-0.26785714285714285,0.09821428571428571,4.912503242492675,31.44464285714284,0.39285714285714285,0.24107142857142858,0.3482142857142857,18450,18450,76.69642857142857,1.32375,0.38392857142857145
WP_089440382.1,117,1,117.0,-0.672,-5.266354499324073e-05,569,850,156,169,4,2034,1099,1837,197,12759.27,-0.1982905982905983,0.11965811965811965,6.399127006530762,40.43504273504272,0.2735042735042735,0.3162393162393162,0.3247863247863248,25440,25440,73.4188034188034,1.3117948717948718,0.38461538461538464
WP_089460797.1,118,1,118.0,2.425,0.00018647506001805538,580,856,164,171,2,2072,1113,1866,206,13003.44,-0.3355932203389831,0.1271186440677966,8.889819526672365,39.31864406779659,0.2457627118644068,0.3135593220338983,0.3389830508474576,29450,29450,70.33898305084745,1.4998305084745762,0.3559322033898305
WP_059608959.1,159,1,159.0,-2.963,-0.00017012515079013746,787,1185,205,230,6,2783,1512,2519,264,17415.61,-0.20125786163522014,0.12578616352201258,5.193174171447752,27.37232704402515,0.3773584905660377,0.2830188679245283,0.34591194968553457,51910,51910,76.85534591194968,1.0734591194968555,0.389937106918239
WP_081058742.1,123,1,123.0,-3.569,-0.0002595732641719802,621,927,163,180,4,2200,1191,1989,211,13748.51,-0.10975609756097561,0.12195121951219512,5.67630558013916,45.182113821138195,0.3414634146341463,0.21951219512195122,0.34959349593495936,25440,25440,81.78861788617886,1.257560975609756,0.43902439024390244
WP_091785322.1,87,1,87.0,-0.802,-8.339442338787246e-05,434,665,113,126,3,1543,846,1403,140,9615.970000000001,-0.027586206896551738,0.10344827586206896,6.039336204528809,40.71609195402298,0.29885057471264365,0.29885057471264365,0.3908045977011494,19480,19480,89.6551724137931,1.010344827586207,0.40229885057471265
WP_081059892.1,128,1,128.0,1.161,8.552983930556549e-05,600,913,167,181,5,2185,1189,1981,204,13573.23,0.016406249999999994,0.1015625,7.820804786682129,45.30234374999998,0.28125,0.328125,0.3203125,27960,28085,77.03125,1.064453125,0.4140625
WP_059946516.1,94,1,94.0,-4.969,-0.0004954009168256855,455,675,111,136,4,1608,872,1455,153,10029.28,0.11914893617021276,0.1276595744680851,4.491098976135253,18.103191489361706,0.3404255319148936,0.2978723404255319,0.3829787234042553,23950,23950,78.93617021276594,0.49244680851063827,0.425531914893617
OUN65374.1,137,1,137.0,-1.798,-0.00011263053051610842,685,1051,187,233,5,2540,1377,2303,237,15962.720000000001,-0.8708029197080291,0.0948905109489051,6.086910438537596,52.36569343065695,0.32116788321167883,0.1970802919708029,0.3284671532846715,11920,12045,67.66423357664233,2.5406569343065692,0.3284671532846715
WP_092059230.1,81,1,81.0,-0.967,-0.00010600222527939313,405,631,105,122,5,1467,805,1339,128,9121.470000000001,-0.3395061728395062,0.08641975308641975,5.751503562927247,38.40493827160493,0.35802469135802467,0.2716049382716049,0.345679012345679,20970,20970,83.20987654320986,1.318148148148148,0.37037037037037035
WP_034473803.1,165,1,165.0,-3.033,-0.0001656788572365007,829,1220,208,246,6,2926,1576,2642,284,18305.52,-0.20181818181818184,0.14545454545454545,5.179021263122558,25.250909090909072,0.2606060606060606,0.3212121212121212,0.37575757575757573,46410,46535,69.69696969696969,1.1446060606060606,0.36363636363636365
WP_035142476.1,162,1,162.0,-2.763,-0.00014871629258840627,840,1266,212,248,7,2958,1605,2679,279,18578.02,-0.47283950617283954,0.12962962962962962,5.656184577941894,28.326543209876522,0.31481481481481477,0.3333333333333333,0.345679012345679,37930,37930,75.18518518518518,1.5648148148148149,0.345679012345679
AEK23282.1,77,1,77.0,3.028,0.00034457919347074775,413,656,96,105,4,1454,816,1332,122,8786.550000000001,0.9389610389610389,0.12987012987012989,9.42800159454346,38.34155844155844,0.2597402597402597,0.22077922077922077,0.5714285714285714,8480,8480,135.3246753246753,-0.0564935064935065,0.5324675324675324
WP_013997274.1,124,1,124.0,1.134,7.893176230820416e-05,673,1059,159,180,3,2356,1313,2152,204,14365.86,0.39274193548387093,0.12903225806451613,7.816163063049316,36.787903225806446,0.3387096774193548,0.2096774193548387,0.5,14440,14440,127.41935483870967,0.6007258064516129,0.47580645161290325
WP_041989578.1,219,1,219.0,6.194,0.00024787451802732864,1165,1814,274,309,10,4103,2280,3744,359,24987.47,0.5155251141552512,0.136986301369863,9.153108406066895,35.34018264840182,0.3287671232876712,0.2146118721461187,0.4885844748858447,27390,27515,117.99086757990867,0.33292237442922373,0.4885844748858447
WP_034572305.1,73,1,73.0,-4.864,-0.0005807372880141746,378,577,89,115,4,1345,735,1224,121,8374.58,-0.1684931506849315,0.1095890410958904,4.800700950622559,35.02191780821917,0.3561643835616438,0.2054794520547945,0.4246575342465753,15470,15470,88.08219178082192,0.972876712328767,0.3698630136986301
WP_034562127.1,73,1,73.0,-5.863,-0.0007081405362446449,377,578,88,113,4,1331,727,1213,118,8278.45,-0.14109589041095894,0.1095890410958904,4.6600244522094725,38.67534246575342,0.3698630136986301,0.2465753424657534,0.4246575342465753,15470,15470,85.4794520547945,0.9453424657534245,0.3561643835616438
WP_010052580.1,73,1,73.0,-3.866,-0.00046268869285058604,385,579,89,112,3,1345,731,1221,124,8354.53,-0.11506849315068496,0.136986301369863,4.92011966705322,41.05342465753424,0.3150684931506849,0.2602739726027397,0.4520547945205479,15470,15470,84.10958904109587,0.900958904109589,0.3561643835616438
WP_066465939.1,73,1,73.0,-4.066,-0.0005010258337594804,373,571,85,108,4,1315,723,1198,117,8114.370000000001,0.16712328767123286,0.1232876712328767,4.455972480773925,23.04383561643835,0.3424657534246575,0.2465753424657534,0.4520547945205479,16960,16960,94.7945205479452,0.4568493150684932,0.4246575342465753
WP_009489299.1,74,1,74.0,-8.86,-0.0010410632475298246,384,571,91,118,5,1345,722,1218,127,8509.550000000001,-0.327027027027027,0.12162162162162163,4.406465721130371,36.03918918918919,0.3783783783783784,0.21621621621621623,0.41891891891891897,24980,24980,65.8108108108108,1.2616216216216216,0.35135135135135137
WP_016957950.1,93,1,93.0,-4.099,-0.00038390286573795706,474,715,119,143,8,1713,926,1552,161,10676.2,-0.30752688172043013,0.11827956989247312,4.808146858215332,20.940967741935484,0.34408602150537637,0.2795698924731183,0.34408602150537637,30480,30605,75.48387096774192,1.314516129032258,0.3870967741935484
WP_013656006.1,101,1,101.0,0.003,2.543163848417262e-07,524,815,131,167,3,1879,1033,1712,167,11795.35,-0.3910891089108911,0.1188118811881188,6.284766960144044,28.17524752475247,0.28712871287128716,0.22772277227722773,0.44554455445544555,19940,19940,84.85148514851485,1.9258415841584158,0.33663366336633666
WP_069999443.1,103,1,103.0,-3.897,-0.00031877457067273945,554,855,125,174,3,1955,1077,1782,173,12223.960000000001,-0.4106796116504855,0.1262135922330097,5.026408576965332,22.985436893203882,0.33980582524271846,0.2233009708737864,0.4466019417475728,17420,17420,96.40776699029126,1.5389320388349514,0.33980582524271846
CQB87652.1,139,1,139.0,-8.787,-0.0005439603807165519,698,1078,186,240,5,2562,1387,2326,236,16152.77,-0.8482014388489209,0.09352517985611511,4.985711860656737,50.74892086330935,0.34532374100719426,0.2446043165467626,0.30935251798561153,10430,10555,65.89928057553956,2.7005755395683453,0.30935251798561153
WP_066523678.1,102,1,102.0,0.233,2.033176554769239e-05,489,794,144,161,4,1835,1016,1679,156,11458.92,-0.39803921568627454,0.049019607843137254,6.824339485168457,27.69215686274509,0.2549019607843137,0.28431372549019607,0.35294117647058826,4470,4470,91.66666666666667,2.3187254901960785,0.3627450980392157
WP_107732478.1,156,1,156.0,-21.552,-0.001254134477292671,747,1128,190,259,6,2697,1461,2439,258,17183.78,-0.19871794871794873,0.09615384615384616,4.200538063049316,39.40391025641024,0.391025641025641,0.2564102564102564,0.3205128205128205,15930,15930,82.75641025641025,1.5945512820512822,0.41025641025641024
OQS36496.1,152,1,152.0,-19.555,-0.0011868800440884512,719,1090,184,247,5,2596,1409,2350,246,16474.99,-0.10065789473684213,0.09210526315789473,4.219976997375488,42.55532894736841,0.3881578947368421,0.2763157894736842,0.3157894736842105,15930,15930,85.59210526315789,1.4132236842105264,0.42105263157894735
KMN32098.1,154,1,154.0,-18.625,-0.0011130513563389845,731,1108,186,250,6,2645,1433,2395,250,16732.3,-0.12532467532467534,0.09740259740259741,4.268915367126465,40.44811688311687,0.36363636363636365,0.2857142857142857,0.33116883116883117,17420,17545,81.88311688311688,1.4471428571428573,0.4025974025974026
WP_087698854.1,145,1,145.0,-17.886,-0.0010912591883950446,719,1097,181,237,8,2605,1415,2360,245,16389.260000000002,-0.12000000000000001,0.10344827586206896,4.277213859558106,33.936620689655165,0.38620689655172413,0.23448275862068965,0.36551724137931035,12950,13075,88.89655172413794,1.6067586206896551,0.43448275862068964
WP_051289359.1,142,1,142.0,3.071,0.00019662214550550972,682,1107,183,219,6,2536,1411,2331,205,15617.810000000001,-0.6549295774647887,0.04929577464788733,8.755854225158693,22.23169014084507,0.4366197183098592,0.2605633802816901,0.3028169014084507,5960,6085,72.88732394366198,1.8369718309859153,0.352112676056338
WP_034758547.1,119,1,119.0,-2.092,-0.00015526866972157032,596,949,143,194,5,2201,1221,2019,182,13472.44,-0.4352941176470588,0.07563025210084034,5.565640068054199,33.1798319327731,0.4621848739495798,0.20168067226890757,0.31932773109243695,8940,9065,88.48739495798318,1.5147899159663865,0.3865546218487395
WP_060693606.1,144,1,144.0,3.998,0.00024945046648734687,695,1124,186,229,5,2611,1452,2396,215,16026.25,-0.5833333333333334,0.05555555555555555,8.87215518951416,24.5361111111111,0.3472222222222222,0.2708333333333333,0.33333333333333337,12950,13075,85.34722222222223,1.9216666666666669,0.3472222222222222
WP_054338718.1,242,1,242.0,-1.73,-6.1019182596905864e-05,1263,1886,338,379,11,4517,2423,4081,436,28350.760000000002,-0.7095041322314051,0.13636363636363635,6.327282524108887,46.80252066115703,0.28512396694214875,0.2727272727272727,0.33884297520661155,55350,55600,62.396694214876035,2.271322314049587,0.32231404958677684
WP_008393578.1,164,1,164.0,-5.065,-0.00027385987241860713,821,1231,209,251,12,2950,1592,2668,282,18493.88,-0.375609756097561,0.12804878048780488,5.064377021789549,29.55670731707315,0.3231707317073171,0.29878048780487804,0.32926829268292684,47440,47690,65.54878048780488,1.430670731707317,0.36585365853658536
WP_118005709.1,181,1,181.0,-8.142,-0.00036957585474062054,986,1504,262,297,7,3505,1890,3169,336,22029.68,-0.9917127071823204,0.13812154696132595,5.048689460754394,37.45530386740331,0.4143646408839779,0.22099447513812154,0.3314917127071823,42400,42650,69.55801104972375,2.9048618784530387,0.32044198895027626
WP_066564407.1,89,1,89.0,-0.036,-3.8213436905900466e-06,411,646,110,128,6,1527,844,1392,135,9419.79,0.13370786516853933,0.07865168539325842,6.549977684020996,17.58202247191011,0.348314606741573,0.2808988764044944,0.3258426966292135,19480,19605,88.87640449438202,0.6561797752808989,0.43820224719101125
WP_081734413.1,123,1,123.0,-5.096,-0.00038155193404003303,585,899,155,186,7,2145,1170,1946,199,13355.0,-0.10406504065040649,0.0975609756097561,4.796892738342286,35.147967479674776,0.35772357723577236,0.2601626016260163,0.3333333333333333,29450,29575,80.97560975609755,1.137479674796748,0.4146341463414634
WP_029473954.1,144,1,144.0,2.0,0.00012465525032332456,701,1126,184,228,5,2613,1451,2395,218,16043.27,-0.4652777777777778,0.0625,8.340548896789553,26.007638888888877,0.3680555555555556,0.2569444444444444,0.3402777777777778,12950,13075,88.75,1.7280555555555557,0.375
WP_029479835.1,134,1,134.0,1.042,6.75243949697566e-05,680,1087,173,222,4,2479,1373,2270,209,15430.48,-0.9440298507462687,0.08208955223880597,7.6918729782104505,38.16791044776118,0.44029850746268656,0.26865671641791045,0.3134328358208955,17420,17420,75.67164179104478,2.2678358208955225,0.2835820895522388
WP_029480426.1,160,1,160.0,-4.751,-0.00025685579528522836,803,1287,213,270,5,2951,1631,2699,252,18495.78,-0.94625,0.0625,5.396089363098144,49.775,0.4375,0.26875,0.28125,12950,12950,79.25,2.6024374999999997,0.31875
WP_021377381.1,90,1,90.0,0.968,9.381863152732467e-05,465,705,121,133,5,1663,902,1508,155,10316.800000000001,-0.46555555555555556,0.12222222222222222,7.755418968200684,22.069999999999997,0.32222222222222224,0.3,0.3333333333333333,24980,25105,71.44444444444443,1.475111111111111,0.35555555555555557
WP_118651841.1,182,1,182.0,-9.245,-0.00042086909810187806,969,1464,262,301,9,3471,1864,3131,340,21965.47,-0.9351648351648351,0.13736263736263737,4.85339069366455,37.55994505494505,0.3626373626373626,0.24175824175824176,0.31868131868131866,40910,41160,64.89010989010988,2.899285714285714,0.33516483516483514
WP_034586516.1,107,1,107.0,6.031,0.0005013433441288546,520,849,145,169,4,1941,1081,1782,159,12028.7,-0.5,0.056074766355140186,9.672465705871584,39.74485981308411,0.27102803738317754,0.29906542056074764,0.40186915887850466,9970,9970,86.4485981308411,1.9203738317757009,0.3177570093457944
WP_084113462.1,106,1,106.0,2.002,0.00016876797690862922,514,837,137,172,3,1905,1065,1749,156,11861.460000000001,-0.4132075471698113,0.05660377358490566,8.92527713775635,31.654716981132076,0.2830188679245283,0.3113207547169811,0.3962264150943396,9970,9970,94.62264150943398,1.7792452830188679,0.330188679245283
WP_073005556.1,105,1,105.0,6.097,0.000512803691311859,523,858,146,163,2,1919,1072,1763,156,11888.560000000001,-0.5095238095238095,0.06666666666666667,9.653898811340333,18.33047619047618,0.2761904761904762,0.2761904761904762,0.4095238095238095,12950,12950,91.04761904761904,2.1986666666666665,0.3238095238095238
WP_055225583.1,103,1,103.0,3.104,0.0002627295603765903,518,846,146,162,2,1900,1059,1742,158,11813.45,-0.525242718446602,0.05825242718446602,9.299387168884277,51.15922330097086,0.2815533980582524,0.3106796116504854,0.3786407766990291,9970,9970,101.26213592233009,2.129029126213592,0.3300970873786408
WP_061327540.1,106,1,106.0,3.201,0.00026604918211278457,524,864,148,169,2,1935,1080,1779,156,12030.630000000001,-0.6122641509433963,0.04716981132075472,9.221187019348143,31.27075471698113,0.2830188679245283,0.29245283018867924,0.4056603773584906,9970,9970,90.9433962264151,2.3466981132075473,0.3018867924528302
WP_061301923.1,104,1,104.0,7.096,0.0006080345215541212,511,838,140,160,4,1881,1053,1729,152,11669.41,-0.4586538461538462,0.057692307692307696,9.776968955993649,10.518365384615388,0.3076923076923077,0.33653846153846156,0.38461538461538464,9970,9970,90.76923076923076,1.7451923076923077,0.33653846153846156
WP_039279079.1,75,1,75.0,-0.067,-7.646568744935575e-06,403,610,96,113,4,1412,769,1283,129,8761.12,-0.236,0.14666666666666667,6.130619621276855,21.959999999999997,0.28,0.25333333333333335,0.45333333333333337,24980,24980,76.66666666666667,1.2997333333333334,0.36
WP_041082932.1,104,1,104.0,8.096,0.0006832286604971298,517,851,141,163,5,1905,1066,1753,152,11848.640000000001,-0.6288461538461539,0.057692307692307696,9.764977836608885,9.205865384615386,0.3269230769230769,0.2980769230769231,0.38461538461538464,11460,11460,82.3076923076923,1.9988461538461537,0.3173076923076923
WP_076236714.1,108,1,108.0,3.137,0.0002525537149629019,544,878,148,173,3,2002,1112,1832,170,12420.140000000001,-0.5814814814814815,0.07407407407407407,9.014243507385256,38.06388888888888,0.32407407407407407,0.25,0.3611111111111111,8480,8480,86.66666666666666,2.2582407407407405,0.3425925925925926
WP_033066342.1,107,1,107.0,6.099,0.000498982236592358,533,878,152,169,2,1969,1099,1810,159,12221.9,-0.6495327102803738,0.05607476635514018,9.694127082824707,26.85981308411214,0.2616822429906542,0.308411214953271,0.3925233644859813,11460,11460,90.09345794392523,2.4890654205607476,0.29906542056074764
WP_080442653.1,84,1,84.0,-0.964,-0.00010369438124895795,408,638,110,127,4,1491,821,1356,135,9295.57,-0.29642857142857143,0.08333333333333333,5.79555377960205,17.299999999999997,0.42857142857142855,0.23809523809523808,0.30952380952380953,19480,19480,87.26190476190476,1.2994047619047617,0.4166666666666667
WP_035765582.1,90,1,90.0,0.969,9.41534497182684e-05,460,693,119,136,5,1655,896,1500,155,10290.73,-0.5911111111111111,0.12222222222222222,7.755816841125489,25.927777777777777,0.3111111111111111,0.28888888888888886,0.32222222222222224,24980,25105,62.77777777777778,1.5567777777777776,0.32222222222222224
WP_043853215.1,143,1,143.0,-0.963,-5.832574230560508e-05,750,1138,188,219,6,2636,1433,2391,245,16509.74,-0.5097902097902098,0.13286713286713286,5.879789161682129,26.6146853146853,0.3076923076923077,0.3076923076923077,0.38461538461538464,46410,46410,77.69230769230771,1.4883216783216782,0.3146853146853147
WP_081670351.1,93,1,93.0,2.036,0.00019910675779679962,450,717,123,138,4,1650,915,1506,144,10224.69,-0.3301075268817204,0.07526881720430108,8.733677101135253,18.274193548387096,0.40860215053763443,0.25806451612903225,0.3225806451612903,19480,19480,86.0215053763441,1.3331182795698924,0.3870967741935484
WP_079481466.1,104,1,104.0,4.099,0.00034639153651984253,516,842,140,167,4,1892,1054,1736,156,11832.45,-0.6028846153846155,0.06730769230769232,9.330783271789553,15.872211538461533,0.27884615384615385,0.3173076923076923,0.40384615384615385,11460,11460,83.26923076923077,2.1214423076923077,0.2980769230769231
WP_080637209.1,129,1,129.0,-8.229,-0.000588427941353134,608,935,157,198,10,2257,1228,2050,207,13983.74,-0.056589147286821705,0.09302325581395349,4.5627729415893565,42.08139534883719,0.3798449612403101,0.24031007751937983,0.3333333333333333,29450,29700,78.06201550387597,1.0564341085271318,0.4263565891472868
WP_002593704.1,161,1,161.0,-6.923,-0.00038249992403042104,796,1218,210,249,10,2873,1563,2605,268,18098.37,-0.3204968944099379,0.10559006211180125,4.914833641052245,23.101863354037256,0.32298136645962733,0.2732919254658385,0.33540372670807456,38960,39085,72.73291925465838,1.6150931677018632,0.37888198757763975
WP_021893232.1,164,1,164.0,-1.93,-0.00010412210231695954,818,1249,215,253,9,2956,1609,2683,273,18534.95,-0.4451219512195122,0.10365853658536586,5.716888618469238,29.260365853658524,0.31097560975609756,0.29878048780487804,0.35365853658536583,45950,46075,74.8780487804878,1.5321951219512195,0.3475609756097561
WP_002597422.1,106,1,106.0,2.938,0.0002404822085728879,549,899,143,164,2,1998,1120,1837,161,12216.140000000001,-0.08584905660377358,0.07547169811320754,9.097085380554201,52.71509433962263,0.3018867924528302,0.2358490566037736,0.4716981132075472,15470,15470,114.81132075471697,1.6261320754716981,0.3867924528301887
WP_048571017.1,104,1,104.0,4.036,0.0003313093038318104,539,882,148,164,3,1973,1099,1811,162,12180.99,-0.4182692307692308,0.07692307692307693,9.298549079895018,19.85192307692307,0.27884615384615385,0.22115384615384617,0.4519230769230769,12950,12950,99.23076923076923,2.2785576923076922,0.33653846153846156
WP_009894340.1,158,1,156.0,-15.144,-0.0008189212777854085,811,1251,205,269,7,2949,1602,2677,272,18491.64,-0.6762820512820513,0.09615384615384615,4.488313865661621,58.14423076923076,0.38461538461538464,0.23717948717948717,0.34615384615384615,27960,28210,86.28205128205128,2.262692307692308,0.358974358974359
WP_089966494.1,98,1,98.0,3.102,0.00027954659740784063,488,798,134,156,1,1788,998,1641,147,11095.560000000001,-0.5204081632653061,0.061224489795918366,9.187341117858885,17.823469387755097,0.336734693877551,0.2857142857142857,0.3979591836734694,11460,11460,96.32653061224491,2.0518367346938775,0.32653061224489793
WP_083415883.1,145,1,145.0,-4.03,-0.00024047914425227995,759,1156,182,223,10,2685,1463,2442,243,16757.23,-0.2696551724137931,0.13103448275862067,5.037264823913574,47.14620689655173,0.35172413793103446,0.27586206896551724,0.38620689655172413,40910,41035,80.0,1.304413793103448,0.36551724137931035
WP_073021880.1,162,1,162.0,-3.929,-0.00021503022408787288,834,1268,204,241,7,2946,1609,2676,270,18270.87,-0.19320987654320987,0.12345679012345678,5.23381404876709,25.733333333333324,0.3395061728395061,0.2901234567901234,0.4012345679012346,47440,47565,86.04938271604938,1.0214814814814814,0.37037037037037035
WP_081759695.1,143,1,143.0,0.964,6.059025213464361e-05,702,1069,179,216,10,2549,1390,2319,230,15909.17,-0.4664335664335664,0.1048951048951049,7.700114631652832,31.98881118881117,0.3146853146853147,0.3146853146853147,0.3076923076923077,32430,32555,65.52447552447552,1.3205594405594405,0.34265734265734266
WP_099313953.1,104,1,104.0,3.132,0.0002603335461219279,528,853,143,165,5,1933,1070,1772,161,12029.74,-0.5192307692307693,0.07692307692307693,9.039772987365723,23.896249999999995,0.27884615384615385,0.25961538461538464,0.4230769230769231,12950,12950,83.26923076923077,2.172980769230769,0.3173076923076923
WP_027098276.1,99,1,99.0,2.099,0.00018215521116640086,515,820,134,157,3,1845,1022,1685,160,11522.16,-0.4828282828282829,0.10101010101010102,8.776870918273925,28.490909090909092,0.3434343434343434,0.26262626262626265,0.41414141414141414,11920,11920,96.46464646464646,1.826161616161616,0.3434343434343434
WP_080648386.1,117,1,117.0,-2.792,-0.00020763983710089568,617,947,153,176,3,2162,1185,1968,194,13445.380000000001,-0.34871794871794876,0.1111111111111111,5.395179939270019,40.14871794871794,0.4188034188034188,0.26495726495726496,0.37606837606837606,37470,37470,91.7094017094017,1.2778632478632477,0.36752136752136755
WP_075809808.1,162,1,162.0,-0.027,-1.4709223173237056e-06,820,1258,214,245,8,2939,1605,2667,272,18354.850000000002,-0.27901234567901234,0.11728395061728394,6.609885978698731,32.08703703703702,0.3395061728395061,0.26543209876543206,0.37037037037037035,47440,47565,81.29629629629629,1.37679012345679,0.3765432098765432
WP_003465204.1,104,1,104.0,3.101,0.00025872562818766076,524,851,147,163,4,1918,1066,1757,161,11984.69,-0.37884615384615383,0.06730769230769232,9.343999290466307,39.633653846153834,0.2692307692307692,0.3269230769230769,0.375,11460,11460,101.15384615384616,2.0679807692307692,0.3557692307692308
WP_004605840.1,104,1,104.0,2.231,0.000188294830374294,516,830,144,162,6,1893,1044,1732,161,11847.460000000001,-0.4826923076923077,0.07692307692307693,8.687066459655764,46.695192307692295,0.3076923076923077,0.27884615384615385,0.3653846153846154,14440,14440,78.5576923076923,2.162980769230769,0.3269230769230769
WP_055069428.1,106,1,106.0,5.0,0.0004086920627914485,552,895,141,164,2,1988,1114,1825,163,12233.17,-0.16320754716981134,0.0849056603773585,9.521867561340333,38.206603773584895,0.3113207547169811,0.2830188679245283,0.46226415094339623,18450,18450,116.69811320754718,1.3467924528301887,0.36792452830188677
WP_070780003.1,169,1,169.0,-4.993,-0.00026114508432167134,849,1301,217,262,9,3066,1673,2784,282,19118.66,-0.30650887573964497,0.10650887573964497,5.108597755432128,24.004142011834308,0.34911242603550297,0.25443786982248523,0.3668639053254438,47440,47565,82.48520710059171,1.3734319526627219,0.378698224852071
WP_089776476.1,75,1,75.0,-2.033,-0.00023582361368078552,385,580,98,113,6,1383,747,1254,129,8619.87,-0.36666666666666664,0.12000000000000001,5.293608665466309,18.14,0.30666666666666664,0.28,0.36,26470,26595,72.66666666666667,1.2873333333333332,0.3466666666666667
WP_008390863.1,156,1,156.0,-5.164,-0.0002941297086953946,769,1173,199,241,13,2803,1521,2543,260,17555.9,-0.35000000000000003,0.10897435897435898,4.920460700988768,27.439102564102548,0.3205128205128205,0.28846153846153844,0.33974358974358976,47440,47690,70.7051282051282,1.459230769230769,0.36538461538461536
WP_035290260.1,105,1,105.0,4.002,0.0003250497889856692,549,870,142,171,2,1972,1090,1801,171,12310.98,-0.6161904761904762,0.10476190476190476,9.272632789611816,32.098095238095226,0.29523809523809524,0.24761904761904763,0.4285714285714286,21430,21430,88.09523809523809,2.0282857142857145,0.3047619047619048
WP_035118864.1,102,1,102.0,0.301,2.5839061278063493e-05,508,811,143,164,2,1854,1022,1692,162,11648.050000000001,-0.4803921568627451,0.06862745098039216,6.829284477233887,40.61764705882352,0.2647058823529412,0.3431372549019608,0.3627450980392157,9970,9970,95.49019607843138,2.1527450980392153,0.3333333333333333
